Vehicle Type,Pickup Location,Drop Location,Avg VTAT,alvo,hora,dia_semana,mes,periodo_dia,sem_vtat
Premier Sedan,Ghitorni Village,Madipur,6.9,0,17,1,10,tarde,0
Go Sedan,Kadarpur,Botanical Garden,11.8,0,11,1,10,manha,0
Go Mini,Narsinghpur,Noida Extension,14.4,1,8,1,6,manha,0
Auto,Raj Nagar Extension,Mandi House,14.3,1,20,1,6,noite,0
Premier Sedan,Indraprastha,Ghaziabad,7.9,0,6,4,1,manha,0
Auto,Barakhamba Road,Delhi Gate,8.1,0,19,3,4,noite,0
Go Sedan,Tughlakabad,Punjabi Bagh,11.9,0,19,1,10,noite,0
Premier Sedan,Okhla,Hauz Rani,8.3,0,18,3,2,noite,1
Bike,Keshav Puram,Sohna Road,2.2,1,8,1,6,manha,0
Go Sedan,Panchsheel Park,Bahadurgarh,3.0,1,17,6,4,tarde,0
Go Mini,Keshav Puram,Shastri Park,14.4,0,20,0,12,noite,0
Go Mini,Kashmere Gate,Gwal Pahari,6.1,0,16,3,5,tarde,0
Bike,Arjangarh,IMT Manesar,10.4,0,13,0,6,tarde,0
Go Sedan,Golf Course Road,Sadar Bazar Gurgaon,7.4,0,17,2,6,tarde,0
Go Mini,Mansarovar Park,Ghitorni Village,12.2,1,21,6,4,noite,0
eBike,Vidhan Sabha,ITO,9.7,0,21,4,8,noite,0
Premier Sedan,Preet Vihar,Sohna Road,6.0,1,13,5,3,tarde,0
Auto,Golf Course Road,Panchsheel Park,9.3,1,5,1,4,manha,0
Premier Sedan,Ambience Mall,Vidhan Sabha,3.8,0,14,1,9,tarde,0
Bike,South Extension,ITO,3.9,1,9,5,3,manha,0
Go Sedan,Ramesh Nagar,Bhikaji Cama Place,8.1,1,9,2,5,manha,0
Go Mini,Noida Film City,Punjabi Bagh,11.8,1,20,4,11,noite,0
Auto,Mansarovar Park,Samaypur Badli,11.6,1,19,4,9,noite,0
Bike,Shastri Nagar,Laxmi Nagar,9.7,0,17,2,2,tarde,0
Auto,Bhikaji Cama Place,Kanhaiya Nagar,12.4,0,17,1,1,tarde,0
Bike,Munirka,IIT Delhi,7.1,0,21,3,11,noite,0
Bike,Keshav Puram,Connaught Place,18.3,0,22,2,11,noite,0
Go Sedan,Noida Sector 62,Rithala,10.2,0,9,5,11,manha,0
Auto,Sushant Lok,Jor Bagh,11.1,1,9,0,9,manha,0
Premier Sedan,Noida Extension,Noida Film City,11.4,0,20,5,2,noite,0
Go Mini,Peeragarhi,Mayur Vihar,12.1,1,19,6,6,noite,0
Go Sedan,Nirman Vihar,Ashok Park Main,8.9,0,11,5,1,manha,0
Go Sedan,Jor Bagh,Subhash Nagar,3.9,1,12,5,11,tarde,0
eBike,Chanakyapuri,Satguru Ram Singh Marg,11.4,1,7,6,6,manha,0
Go Sedan,Moti Nagar,Ashok Park Main,6.5,0,20,2,3,noite,0
Bike,Pitampura,Chirag Delhi,6.8,0,18,6,4,noite,0
Go Mini,Meerut,Huda City Centre,7.3,0,17,0,6,tarde,0
Auto,Sadar Bazar Gurgaon,Udyog Vihar,6.3,0,16,3,1,tarde,0
Auto,Badshahpur,Chhatarpur,5.6,1,18,6,4,noite,0
Go Mini,Shivaji Park,Punjabi Bagh,10.4,0,16,6,5,tarde,0
Auto,Raj Nagar Extension,Civil Lines Gurgaon,7.8,1,15,2,3,tarde,0
eBike,IFFCO Chowk,ITO,11.4,0,14,5,12,tarde,0
Go Mini,Jahangirpuri,Nawada,7.6,1,9,3,6,manha,0
Go Mini,Kadarpur,Shahdara,10.8,1,10,2,11,manha,0
Premier Sedan,Mansarovar Park,Yamuna Bank,3.3,1,5,0,6,manha,0
Go Mini,Greater Noida,Connaught Place,12.5,0,16,3,2,tarde,0
Go Mini,Gwal Pahari,Dilshad Garden,9.3,1,7,6,3,manha,0
Go Mini,Karol Bagh,Udyog Vihar,4.6,0,20,5,4,noite,0
Premier Sedan,Welcome,RK Puram,4.4,0,18,4,3,noite,0
Go Sedan,Vatika Chowk,Pulbangash,8.0,1,9,2,6,manha,0
Go Sedan,Vasant Kunj,Kashmere Gate ISBT,10.3,1,7,4,1,manha,0
Premier Sedan,Kherki Daula Toll,Chanakyapuri,11.2,1,10,1,6,manha,0
Go Sedan,Munirka,Ghaziabad,19.1,0,17,5,8,tarde,0
Premier Sedan,Jor Bagh,Inderlok,3.7,0,19,5,4,noite,0
Auto,Shivaji Park,Panchsheel Park,11.1,0,9,2,9,manha,0
Auto,Manesar,Malviya Nagar,9.4,0,1,5,7,madrugada,0
Go Mini,Cyber Hub,Noida Sector 18,9.4,1,7,0,12,manha,0
Bike,Lok Kalyan Marg,Bhikaji Cama Place,12.4,1,12,1,1,tarde,0
Auto,Gurgaon Sector 56,Noida Film City,12.6,1,19,2,10,noite,0
Go Mini,Paharganj,Greater Noida,5.6,1,10,2,3,manha,0
Bike,India Gate,Laxmi Nagar,9.4,0,18,3,2,noite,0
Auto,IFFCO Chowk,Sikanderpur,5.9,1,2,0,2,madrugada,0
eBike,Mayur Vihar,GTB Nagar,12.1,1,19,3,11,noite,0
Go Sedan,Pulbangash,Jor Bagh,7.1,1,9,3,9,manha,0
Go Sedan,Moolchand,Munirka,18.2,0,18,4,7,noite,0
Auto,Adarsh Nagar,Indraprastha,5.0,0,18,2,5,noite,0
Go Mini,Hauz Khas,Ghitorni,2.3,1,14,3,2,tarde,0
Premier Sedan,Sushant Lok,Meerut,4.7,1,16,1,3,tarde,0
Go Mini,Jor Bagh,Sonipat,14.5,1,10,0,5,manha,0
Go Mini,Udyog Bhawan,Raj Nagar Extension,9.2,1,11,3,2,manha,0
eBike,Chirag Delhi,Moti Nagar,7.0,1,21,4,6,noite,0
Go Mini,Gurgaon Railway Station,Moolchand,12.1,1,13,6,11,tarde,0
Auto,Narsinghpur,Kadarpur,7.2,0,18,4,6,noite,0
eBike,Shastri Nagar,Meerut,9.8,1,19,5,9,noite,0
Auto,Chhatarpur,Saket,3.3,1,13,5,11,tarde,0
Auto,Seelampur,GTB Nagar,14.1,1,18,0,10,noite,0
Go Sedan,Sultanpur,India Gate,14.8,1,20,1,7,noite,0
Go Sedan,GTB Nagar,Indirapuram,5.9,1,10,3,5,manha,0
Auto,Maidan Garhi,Old Gurgaon,3.2,0,22,6,1,noite,0
Auto,Ghitorni Village,Kaushambi,11.6,0,22,6,10,noite,0
Go Mini,Greater Noida,Narsinghpur,7.8,0,16,5,4,tarde,0
Auto,Subhash Chowk,Arjangarh,7.9,0,18,3,8,noite,0
eBike,Ambience Mall,Subhash Nagar,14.1,0,16,0,7,tarde,0
Bike,Chhatarpur,Hauz Khas,4.4,1,9,0,8,manha,0
Auto,Green Park,Uttam Nagar,11.2,1,12,4,11,tarde,0
Go Sedan,Anand Vihar ISBT,Vaishali,12.3,1,14,2,7,tarde,0
Go Mini,Laxmi Nagar,Cyber Hub,19.1,0,10,4,5,manha,0
Bike,Ghitorni,Greater Kailash,4.1,0,19,5,6,noite,0
Go Mini,Jama Masjid,Golf Course Road,13.2,1,17,2,5,tarde,0
Auto,Yamuna Bank,Noida Extension,14.9,1,21,4,6,noite,0
Go Mini,Pulbangash,Khan Market,6.9,1,16,1,12,tarde,0
Bike,Malviya Nagar,Pitampura,7.7,1,10,6,6,manha,0
Auto,Karkarduma,Tughlakabad,8.3,0,8,2,4,manha,1
Go Mini,Shastri Park,Bhikaji Cama Place,13.1,1,18,1,5,noite,0
Auto,Gwal Pahari,Dwarka Sector 21,8.1,0,21,2,8,noite,0
Go Sedan,Udyog Vihar Phase 4,Ramesh Nagar,8.2,1,20,1,4,noite,0
Go Sedan,Kherki Daula Toll,Ashok Park Main,8.5,1,12,2,11,tarde,0
Go Mini,Kashmere Gate ISBT,Udyog Vihar,9.5,1,7,2,9,manha,0
eBike,Subhash Nagar,Noida Sector 62,9.7,0,19,1,6,noite,0
Auto,Golf Course Road,Dwarka Mor,12.9,1,8,5,10,manha,0
Bike,Udyog Vihar Phase 4,Mundka,7.3,1,8,3,12,manha,0
Bike,Sarojini Nagar,Panipat,6.6,0,6,4,2,manha,0
Go Mini,Noida Sector 62,Vasant Kunj,7.5,0,19,4,4,noite,0
Auto,Manesar,Subhash Nagar,2.8,1,20,3,12,noite,0
Bike,Jahangirpuri,Govindpuri,7.9,0,11,2,1,manha,0
Go Mini,Ghaziabad,Khandsa,3.5,1,15,5,7,tarde,0
Uber XL,ITO,Rajouri Garden,8.3,0,10,3,6,manha,1
Go Mini,Jasola,Botanical Garden,8.5,0,20,6,6,noite,0
Uber XL,Munirka,Palam Vihar,13.8,1,17,1,4,tarde,0
Auto,Rithala,Greater Noida,8.6,1,11,5,1,manha,0
Auto,Manesar,Kanhaiya Nagar,14.0,1,10,3,3,manha,0
Auto,Gurgaon Railway Station,Ghitorni,14.9,1,7,6,2,manha,0
Bike,Gurgaon Sector 29,Bhikaji Cama Place,8.2,1,19,1,1,noite,0
eBike,Indirapuram,Madipur,8.3,0,7,2,7,manha,1
Bike,Ashok Vihar,Huda City Centre,8.3,0,0,3,10,madrugada,1
Bike,Raj Nagar Extension,Udyog Vihar,4.5,0,23,0,4,madrugada,0
Go Sedan,Palam Vihar,New Colony,6.2,1,18,5,12,noite,0
Bike,Moolchand,Munirka,14.5,1,17,4,6,tarde,0
Auto,Jhilmil,Tagore Garden,8.3,1,17,0,4,tarde,0
Go Mini,South Extension,Paschim Vihar,12.7,1,13,2,11,tarde,0
Bike,Aya Nagar,Anand Vihar ISBT,3.8,0,22,4,6,noite,0
Go Sedan,Khan Market,Hauz Khas,10.0,0,19,5,10,noite,0
Go Sedan,Punjabi Bagh,Ghitorni Village,6.8,1,13,4,9,tarde,0
Uber XL,Vishwavidyalaya,Bahadurgarh,7.9,1,20,2,5,noite,0
Go Mini,Govindpuri,Mundka,3.3,1,19,3,7,noite,0
Auto,DLF City Court,Ghitorni,7.0,0,19,4,8,noite,0
eBike,Nirman Vihar,Jhilmil,12.3,1,19,3,11,noite,0
Auto,Anand Vihar ISBT,Rohini,2.8,1,18,5,10,noite,0
Go Mini,Meerut,Aya Nagar,8.3,1,17,1,5,tarde,0
eBike,Vidhan Sabha,Jahangirpuri,11.9,1,14,3,7,tarde,0
Auto,Udyog Bhawan,Sarojini Nagar,8.3,0,12,4,4,tarde,1
Bike,Samaypur Badli,Karkarduma,14.8,1,14,0,1,tarde,0
Go Mini,Gurgaon Sector 29,Central Secretariat,9.0,1,20,0,4,noite,0
Bike,Okhla,Keshav Puram,3.8,0,10,6,7,manha,0
Go Mini,Rohini West,Patel Chowk,9.0,1,13,4,12,tarde,0
Go Sedan,GTB Nagar,Aya Nagar,8.5,0,18,2,11,noite,0
Premier Sedan,Ashok Vihar,Faridabad Sector 15,13.4,1,12,5,2,tarde,0
Auto,Saket A Block,Gurgaon Sector 56,4.7,1,13,1,5,tarde,0
eBike,Patel Chowk,Sikanderpur,5.5,0,8,0,10,manha,0
Premier Sedan,Connaught Place,Rohini West,4.5,1,20,5,2,noite,0
Bike,Sarojini Nagar,Green Park,10.6,1,10,2,11,manha,0
Go Mini,Botanical Garden,Kirti Nagar,11.8,1,9,1,6,manha,0
Bike,GTB Nagar,DLF City Court,4.4,0,20,5,10,noite,0
eBike,Narsinghpur,Barakhamba Road,4.0,1,9,3,3,manha,0
Go Sedan,Panipat,Narsinghpur,9.8,1,23,6,9,madrugada,0
Premier Sedan,Karol Bagh,Khan Market,4.6,1,5,2,3,manha,0
Go Mini,Inderlok,Model Town,6.3,1,20,2,1,noite,0
Premier Sedan,Sadar Bazar Gurgaon,Ashok Park Main,7.0,1,15,5,5,tarde,0
Bike,Greater Kailash,IFFCO Chowk,9.8,1,9,1,1,manha,0
Go Sedan,Bahadurgarh,Tilak Nagar,7.7,1,16,5,4,tarde,0
Bike,Sarojini Nagar,Mansarovar Park,8.3,0,9,1,9,manha,1
Bike,Indraprastha,Chanakyapuri,4.7,1,5,4,5,manha,0
Go Mini,Indraprastha,South Extension,12.4,1,19,2,9,noite,0
Premier Sedan,Bhiwadi,Kherki Daula Toll,12.8,1,15,3,10,tarde,0
Go Sedan,Faridabad Sector 15,Nawada,6.8,1,15,3,1,tarde,0
Go Mini,Okhla,Bahadurgarh,10.2,1,5,4,5,manha,0
Auto,Moolchand,Shahdara,12.2,1,17,0,6,tarde,0
Auto,Chanakyapuri,Sarojini Nagar,11.1,1,11,0,2,manha,0
Go Mini,Okhla,Karol Bagh,6.9,0,8,4,2,manha,0
Bike,Nehru Place,Faridabad Sector 15,5.4,0,20,1,9,noite,0
Go Mini,Saidulajab,Saket,13.6,1,10,0,1,manha,0
Go Mini,Paschim Vihar,Botanical Garden,3.7,1,16,3,2,tarde,0
Premier Sedan,Mansarovar Park,Nawada,7.4,1,19,0,12,noite,0
Premier Sedan,INA Market,Civil Lines Gurgaon,14.6,1,10,5,11,manha,0
Go Sedan,Kashmere Gate ISBT,Pragati Maidan,8.3,0,7,6,3,manha,1
Auto,Sohna Road,Kirti Nagar,10.9,1,23,1,8,madrugada,0
Go Sedan,Saket A Block,Vatika Chowk,11.2,1,6,1,4,manha,0
Auto,Mehrauli,Kadarpur,3.7,1,10,6,9,manha,0
Bike,Mansarovar Park,Jhilmil,19.1,0,12,0,12,tarde,0
eBike,Munirka,Faridabad Sector 15,14.5,0,8,1,8,manha,0
Auto,Rohini East,Preet Vihar,6.9,0,19,5,1,noite,0
Bike,Tis Hazari,Chandni Chowk,2.3,1,21,1,3,noite,0
Auto,Aya Nagar,Sarojini Nagar,5.4,1,16,1,12,tarde,0
Premier Sedan,IGNOU Road,Anand Vihar,2.3,1,6,6,12,manha,0
Go Mini,Ghitorni,Civil Lines Gurgaon,3.4,1,14,2,2,tarde,0
Auto,MG Road,Karkarduma,9.6,0,16,1,12,tarde,0
Auto,Jama Masjid,Pataudi Chowk,15.0,1,9,6,3,manha,0
Premier Sedan,Shivaji Park,Panipat,5.3,0,5,3,6,manha,0
Bike,Vishwavidyalaya,Pulbangash,7.1,1,22,0,12,noite,0
eBike,Badshahpur,Tis Hazari,7.9,1,9,0,3,manha,0
Auto,Shivaji Park,Badshahpur,14.2,1,12,1,11,tarde,0
Auto,Govindpuri,Kalkaji,8.3,0,18,1,1,noite,1
Go Mini,Kashmere Gate,South Extension,6.9,1,9,4,4,manha,0
Bike,Shastri Nagar,New Colony,12.1,1,16,6,10,tarde,0
Premier Sedan,Sadar Bazar Gurgaon,Preet Vihar,5.6,1,22,1,7,noite,0
Premier Sedan,Subhash Chowk,Bhikaji Cama Place,3.9,1,9,4,12,manha,0
Bike,INA Market,New Delhi Railway Station,8.3,0,20,5,3,noite,1
Go Mini,Saket,Basai Dhankot,9.1,1,13,4,8,tarde,0
Go Sedan,Karol Bagh,Narsinghpur,2.5,1,21,3,2,noite,0
Go Sedan,Model Town,Akshardham,9.1,1,8,2,8,manha,0
Go Mini,Mansarovar Park,Madipur,8.5,1,17,2,6,tarde,0
Premier Sedan,Ramesh Nagar,Peeragarhi,3.1,0,23,1,5,madrugada,0
Bike,Noida Film City,Ramesh Nagar,2.7,1,15,3,9,tarde,0
Go Sedan,Udyog Bhawan,Lajpat Nagar,10.1,1,14,2,5,tarde,0
Go Mini,Paharganj,Connaught Place,11.0,0,6,4,8,manha,0
Go Sedan,Vidhan Sabha,Rohini,12.4,1,18,1,2,noite,0
Auto,Central Secretariat,Ashok Park Main,6.9,1,9,0,7,manha,0
Premier Sedan,Pitampura,Rohini West,6.3,0,19,2,12,noite,0
Premier Sedan,Raj Nagar Extension,Huda City Centre,13.2,1,20,6,11,noite,0
Go Sedan,Lal Quila,Pataudi Chowk,11.5,0,21,1,11,noite,0
Premier Sedan,Pragati Maidan,Sarai Kale Khan,7.8,1,16,5,3,tarde,0
Auto,Shivaji Park,Akshardham,7.4,1,19,4,6,noite,0
Auto,Faridabad Sector 15,Chandni Chowk,5.9,1,20,0,1,noite,0
Go Mini,Akshardham,Rajiv Nagar,8.3,0,22,2,9,noite,1
Go Mini,Ashok Vihar,Shastri Nagar,5.5,0,18,3,3,noite,0
eBike,Udyog Bhawan,Ashok Park Main,9.4,1,17,1,10,tarde,0
Go Mini,Rohini West,Akshardham,6.0,1,22,0,11,noite,0
Go Mini,Ramesh Nagar,Green Park,15.2,0,19,0,10,noite,0
Auto,New Colony,Rajiv Nagar,7.7,1,11,3,8,manha,0
Go Sedan,Vishwavidyalaya,Paharganj,8.3,0,20,6,10,noite,1
Go Sedan,Ambience Mall,Ardee City,7.1,0,17,5,6,tarde,0
Go Mini,Saket A Block,Arjangarh,6.5,1,12,3,1,tarde,0
Go Sedan,Gurgaon Railway Station,Central Secretariat,10.4,1,18,1,3,noite,0
Auto,Vasant Kunj,Govindpuri,7.6,1,17,3,2,tarde,0
Auto,Subhash Nagar,Sikanderpur,2.6,1,22,2,5,noite,0
Go Sedan,Keshav Puram,Tilak Nagar,5.4,1,18,2,10,noite,0
Auto,Peeragarhi,Delhi Gate,14.7,1,10,0,11,manha,0
Auto,New Colony,Chirag Delhi,4.9,1,7,5,6,manha,0
Bike,Akshardham,Uttam Nagar,8.2,0,19,6,2,noite,0
Go Mini,Connaught Place,Bhiwadi,8.6,0,18,6,6,noite,0
Uber XL,Sarai Kale Khan,Ghaziabad,4.0,1,18,6,9,noite,0
Auto,Rajiv Nagar,Huda City Centre,13.5,1,9,1,3,manha,0
Bike,Sarojini Nagar,India Gate,2.9,1,21,5,8,noite,0
Auto,Saidulajab,Kadarpur,9.3,0,15,5,2,tarde,0
Premier Sedan,Chhatarpur,Badshahpur,10.6,1,10,0,7,manha,0
Auto,Basai Dhankot,Chandni Chowk,14.5,1,8,4,7,manha,0
eBike,Sadar Bazar Gurgaon,Sarojini Nagar,9.2,1,21,3,9,noite,0
Bike,INA Market,Nawada,8.6,0,10,3,11,manha,0
Bike,Hero Honda Chowk,Model Town,4.8,1,8,4,3,manha,0
Auto,Pragati Maidan,Laxmi Nagar,5.5,1,11,4,3,manha,0
Uber XL,Mayur Vihar,Rohini,13.2,1,17,4,4,tarde,0
Bike,MG Road,RK Puram,14.3,1,10,5,4,manha,0
Go Mini,Greater Kailash,Mansarovar Park,19.1,0,6,4,7,manha,0
Auto,Basai Dhankot,Noida Sector 62,7.8,0,12,1,3,tarde,0
Auto,Ardee City,Bahadurgarh,3.3,0,20,5,12,noite,0
Auto,Keshav Puram,Udyog Bhawan,8.5,0,18,2,2,noite,0
Go Sedan,Vatika Chowk,Indirapuram,7.3,1,10,0,4,manha,0
Auto,Arjangarh,Patel Chowk,7.6,0,19,2,5,noite,0
Go Sedan,Preet Vihar,Chhatarpur,6.9,1,8,5,3,manha,0
Go Sedan,Ashok Park Main,Anand Vihar ISBT,11.6,1,23,2,10,madrugada,0
eBike,Narsinghpur,Anand Vihar ISBT,2.6,1,10,6,8,manha,0
Go Sedan,Pitampura,Keshav Puram,8.3,0,7,4,7,manha,1
eBike,Noida Film City,Basai Dhankot,4.0,1,7,4,11,manha,0
Go Sedan,Central Secretariat,Lajpat Nagar,13.7,1,17,1,2,tarde,0
eBike,Yamuna Bank,Indraprastha,5.5,1,8,1,6,manha,0
Go Sedan,RK Puram,IMT Manesar,14.8,1,5,1,3,manha,0
Go Mini,IFFCO Chowk,Netaji Subhash Place,13.4,1,18,6,5,noite,0
Premier Sedan,Inderlok,Karkarduma,7.5,0,14,0,4,tarde,0
Go Sedan,Indirapuram,Tughlakabad,11.1,0,20,4,10,noite,0
Auto,Aya Nagar,Chhatarpur,11.2,1,19,0,5,noite,0
Go Mini,Jasola,Nirman Vihar,17.6,0,3,6,2,madrugada,0
Bike,Ambience Mall,Sarojini Nagar,11.7,1,11,6,5,manha,0
Go Sedan,Ardee City,Khandsa,4.8,0,18,4,5,noite,0
eBike,Ramesh Nagar,Chhatarpur,9.3,0,11,4,8,manha,0
Premier Sedan,Aya Nagar,Dilshad Garden,5.2,1,17,6,6,tarde,0
Bike,Kashmere Gate ISBT,Mandi House,17.1,0,9,3,7,manha,0
Go Mini,Janakpuri,Preet Vihar,3.1,1,18,1,11,noite,0
Auto,Azadpur,Jhilmil,6.2,0,11,4,8,manha,0
Go Mini,Basai Dhankot,Maidan Garhi,19.1,0,10,2,11,manha,0
Bike,Green Park,Chandni Chowk,4.3,1,19,3,12,noite,0
Auto,Gurgaon Sector 29,Kadarpur,13.6,1,18,3,5,noite,0
Go Mini,Pulbangash,Preet Vihar,14.9,1,5,2,8,manha,0
Bike,Jhilmil,Udyog Vihar Phase 4,6.2,1,15,0,7,tarde,0
Go Mini,Cyber Hub,Aya Nagar,18.0,0,10,0,9,manha,0
eBike,Central Secretariat,Huda City Centre,3.2,1,20,3,1,noite,0
Premier Sedan,Subhash Chowk,Shastri Park,8.3,0,21,0,10,noite,1
Auto,Narsinghpur,Pataudi Chowk,2.1,1,15,4,2,tarde,0
Go Mini,Saidulajab,Vaishali,2.7,1,17,2,5,tarde,0
Premier Sedan,Azadpur,Mehrauli,9.0,1,22,6,5,noite,0
Premier Sedan,Barakhamba Road,Gwal Pahari,2.6,1,17,3,11,tarde,0
eBike,Tughlakabad,Okhla,11.5,0,12,0,4,tarde,0
eBike,Bhikaji Cama Place,Cyber Hub,8.3,0,22,0,2,noite,1
Auto,Kashmere Gate ISBT,Uttam Nagar,10.2,1,23,4,8,madrugada,0
Auto,South Extension,Sushant Lok,4.8,1,21,2,5,noite,0
Go Sedan,Mansarovar Park,IIT Delhi,8.3,0,20,6,5,noite,1
Premier Sedan,Tis Hazari,Vishwavidyalaya,7.6,0,20,5,12,noite,0
Go Mini,Paschim Vihar,IIT Delhi,8.4,1,20,2,4,noite,0
Premier Sedan,Huda City Centre,Aya Nagar,7.5,1,22,1,7,noite,0
Bike,New Delhi Railway Station,Dwarka Mor,4.6,1,20,1,3,noite,0
Auto,Kalkaji,Vatika Chowk,5.5,1,7,5,10,manha,0
eBike,Arjangarh,Munirka,13.9,1,18,0,7,noite,0
Auto,Udyog Bhawan,Khandsa,2.3,1,16,1,4,tarde,0
Auto,Karkarduma,Central Secretariat,4.0,1,17,3,11,tarde,0
Bike,Moolchand,Bahadurgarh,6.4,1,18,6,6,noite,0
Go Mini,Rajouri Garden,Kashmere Gate,14.0,1,7,5,8,manha,0
Auto,Rajiv Nagar,Dwarka Mor,3.5,0,16,2,3,tarde,0
Auto,Mundka,Shastri Nagar,7.4,1,13,0,12,tarde,0
Go Sedan,Tilak Nagar,Kaushambi,12.8,1,8,6,1,manha,0
Auto,Lajpat Nagar,Gwal Pahari,3.9,1,18,5,3,noite,0
Auto,Huda City Centre,Anand Vihar,5.4,1,15,1,9,tarde,0
Auto,Saket,Chanakyapuri,9.6,0,10,4,3,manha,0
Bike,Moolchand,Keshav Puram,2.6,1,6,0,9,manha,0
Auto,Preet Vihar,Nirman Vihar,4.5,1,7,0,3,manha,0
Go Mini,Shivaji Park,Old Gurgaon,4.7,0,19,5,10,noite,0
Auto,Bhikaji Cama Place,Munirka,14.0,1,20,4,1,noite,0
Go Mini,Lajpat Nagar,Green Park,14.2,1,13,4,2,tarde,0
Auto,Chhatarpur,Nawada,2.5,1,11,4,9,manha,0
Bike,Peeragarhi,Kashmere Gate,8.8,1,15,5,6,tarde,0
Premier Sedan,Laxmi Nagar,Moti Nagar,15.0,1,11,5,3,manha,0
Go Sedan,Mandi House,Pitampura,5.8,1,9,2,9,manha,0
Premier Sedan,Lajpat Nagar,Barakhamba Road,8.1,1,15,5,12,tarde,0
Bike,Saidulajab,Udyog Vihar Phase 4,14.3,1,19,5,4,noite,0
Bike,Vidhan Sabha,Ashok Park Main,5.3,1,18,1,6,noite,0
Premier Sedan,Azadpur,IGI Airport,11.5,1,14,1,10,tarde,0
Bike,Azadpur,Kherki Daula Toll,9.4,0,10,4,8,manha,0
Bike,Saidulajab,Netaji Subhash Place,4.6,0,23,4,11,madrugada,0
Go Sedan,Gurgaon Sector 29,Shastri Park,8.0,1,7,1,11,manha,0
Go Mini,Kaushambi,Tis Hazari,8.0,0,14,4,9,tarde,0
Go Mini,Mandi House,Ashram,13.2,0,14,5,1,tarde,0
Go Mini,Sarai Kale Khan,Vatika Chowk,8.3,0,20,3,6,noite,1
Premier Sedan,Dwarka Mor,Netaji Subhash Place,6.0,1,7,1,2,manha,0
Go Sedan,GTB Nagar,IGI Airport,5.9,0,13,2,12,tarde,0
Auto,Ghitorni Village,Greater Noida,10.4,1,14,2,3,tarde,0
Auto,Laxmi Nagar,Noida Sector 62,13.4,1,18,6,6,noite,0
eBike,Udyog Vihar,Nehru Place,9.8,0,20,0,8,noite,0
Bike,Maidan Garhi,Uttam Nagar,12.9,1,8,3,8,manha,0
Go Sedan,Ashram,Rajiv Chowk,14.5,1,8,2,12,manha,0
eBike,Model Town,IFFCO Chowk,14.6,1,9,5,12,manha,0
Bike,Barakhamba Road,Greater Noida,7.5,1,16,3,6,tarde,0
Bike,Janakpuri,Chirag Delhi,13.8,1,10,4,6,manha,0
Go Mini,Ramesh Nagar,Saket,11.4,1,9,2,5,manha,0
Auto,South Extension,Vasant Kunj,8.5,0,4,0,6,madrugada,0
Bike,Faridabad Sector 15,Civil Lines Gurgaon,8.3,0,9,4,5,manha,1
Auto,Vishwavidyalaya,Shastri Park,7.0,0,20,0,2,noite,0
Go Mini,Sonipat,Chanakyapuri,8.5,1,17,3,11,tarde,0
Auto,Ghitorni,Udyog Vihar,8.4,1,8,4,10,manha,0
Auto,Kirti Nagar,Badarpur,16.0,0,17,3,5,tarde,0
Go Sedan,Paharganj,Sarai Kale Khan,4.9,1,18,6,12,noite,0
Go Sedan,Arjangarh,Moolchand,16.2,0,15,4,4,tarde,0
eBike,Adarsh Nagar,Noida Sector 18,11.0,1,12,4,6,tarde,0
Bike,Rohini,Hauz Rani,6.8,0,7,0,8,manha,0
Auto,Paschim Vihar,Indirapuram,3.5,1,10,4,4,manha,0
Go Sedan,Nirman Vihar,Rajiv Chowk,3.6,0,8,0,8,manha,0
Bike,Palam Vihar,Rohini West,2.6,1,18,1,9,noite,0
eBike,Mansarovar Park,Vaishali,8.3,0,18,2,9,noite,1
Premier Sedan,Gurgaon Sector 29,Khan Market,10.2,1,0,1,5,madrugada,0
Auto,Subhash Chowk,Raj Nagar Extension,2.1,1,12,2,12,tarde,0
Auto,Lal Quila,Samaypur Badli,14.1,1,21,4,3,noite,0
Auto,Saket,Kalkaji,6.4,1,9,6,11,manha,0
Go Sedan,Udyog Vihar Phase 4,Panchsheel Park,7.8,1,11,4,7,manha,0
Auto,Udyog Bhawan,Panchsheel Park,11.8,0,15,5,8,tarde,0
Go Mini,DLF Phase 3,Punjabi Bagh,8.8,1,8,2,6,manha,0
Auto,Palam Vihar,Vaishali,13.4,1,20,4,6,noite,0
eBike,New Delhi Railway Station,Chandni Chowk,2.5,1,17,1,5,tarde,0
Go Mini,Maidan Garhi,Civil Lines Gurgaon,6.5,1,14,1,6,tarde,0
Go Sedan,Moolchand,Mandi House,12.8,1,14,1,10,tarde,0
Auto,Noida Film City,Rajiv Nagar,2.9,1,20,5,9,noite,0
Auto,Janakpuri,Madipur,6.3,1,19,4,3,noite,0
Auto,Indraprastha,Delhi Gate,13.1,1,9,1,10,manha,0
Bike,Pitampura,Kalkaji,7.7,1,12,3,2,tarde,0
Bike,Azadpur,Govindpuri,12.4,1,16,4,5,tarde,0
Go Mini,Noida Film City,Faridabad Sector 15,7.6,1,16,3,11,tarde,0
Auto,Shahdara,Vidhan Sabha,13.6,1,12,4,2,tarde,0
Auto,Sadar Bazar Gurgaon,Model Town,10.7,0,6,3,4,manha,0
Go Mini,Anand Vihar ISBT,Moolchand,7.3,1,20,2,3,noite,0
Go Sedan,Old Gurgaon,Mayur Vihar,14.4,1,16,4,6,tarde,0
Premier Sedan,Dwarka Mor,Qutub Minar,8.3,0,21,2,1,noite,1
